Name,Abbrev,Status,Fall,Year,Place,Type,Mass,MetBull,Antarctic,"(Lat,Long)"
Modok is a synonym for Mocs (In NHM Cat; MetBase says Modoc (1905)),,,,,,,,,,
Moenvalle is a synonym for Toluca (In NHM Cat),,,,,,,,,,
Moern is a synonym for Mern (In NHM Cat),,,,,,,,,,
Mojigasta is a synonym for Aguada (From MetBase),,,,,,,,,,
Mokhtuisk is a synonym for Nochtuisk (In NHM Cat),,,,,,,,,,
Molunat is a synonym for Dubrovnik (In NHM Cat),,,,,,,,,,
Monahans is a synonym for Monahans (1938) (From MetBase),,,,,,,,,,
Monclar-d'Agenais is a synonym for Agen (In NHM Cat),,,,,,,,,,
Monjolo Farm is a synonym for Ibitira (In NHM Cat),,,,,,,,,,
Monmouth County is a synonym for Deal (In NHM Cat),,,,,,,,,,
Monroe County is a synonym for Forsyth (In NHM Cat),,,,,,,,,,
Mont Vaisi is a synonym for Mount Vaisi (French spelling),,,,,,,,,,
Montauban is a synonym for Orgueil (In NHM Cat),,,,,,,,,,
Monte Collina is a synonym for Monte Colina (In NHM Cat),,,,,,,,,,
Montignac is a synonym for Marmande (In NHM Cat),,,,,,,,,,
Montpelagry is a synonym for Grazac (In NHM Cat),,,,,,,,,,
Montrejeau is a synonym for Ausson (In NHM Cat),,,,,,,,,,
Monument Rock is a synonym for Canyon Diablo (In NHM Cat),,,,,,,,,,
Mooltan is a synonym for Khairpur (In NHM Cat),,,,,,,,,,
Mooltan is a synonym for Lodran (In NHM Cat),,,,,,,,,,
Moorabbie is a synonym for Moorabie (In NHM Cat),,,,,,,,,,
Mooradabad is a synonym for Moradabad (In NHM Cat),,,,,,,,,,
Mooranoppin is a synonym for Youndegin (In NHM Cat),,,,,,,,,,
Moorland is a synonym for Morland (In NHM Cat),,,,,,,,,,
Moradabad District is a synonym for Bahjoi (In NHM Cat),,,,,,,,,,
Morandi is a synonym for Vigarano (In NHM Cat),,,,,,,,,,
Morbihan is a synonym for Kernouve (In NHM Cat),,,,,,,,,,
Mordan is a synonym for Morden (In NHM Cat),,,,,,,,,,
Mordvinovka is a synonym for Pavlograd (In NHM Cat),,,,,,,,,,
Moreira do Lima is a synonym for São Julião de Moreira (In NHM Cat),,,,,,,,,,
Morelos is a synonym for Toluca (In NHM Cat),,,,,,,,,,
Morelos is a synonym for Chupaderos (In NHM Cat),,,,,,,,,,
Morgan County is a synonym for Walker County (In NHM Cat),,,,,,,,,,
Morocco Iron is a synonym for Zagora (From MetBase),,,,,,,,,,
Morre Alto is a synonym for Monte Alto (In NHM Cat),,,,,,,,,,
Morro Cavado is a synonym for Patrimonio (In NHM Cat),,,,,,,,,,
Morro do Rocio is a synonym for Santa Catharina (In NHM Cat),,,,,,,,,,
Motecka-Nugla is a synonym for Moti-ka-nagla (In NHM Cat),,,,,,,,,,
Moteeka-Nugla is a synonym for Moti-ka-nagla (In NHM Cat),,,,,,,,,,
Motpena is a synonym for Motpena (a) (From MetBase),,,,,,,,,,
Motta de' Conti is a synonym for Motta di Conti (In NHM Cat),,,,,,,,,,
Moulton Escarpment is a synonym for Thiel Mountains 82400 (In NHM Cat),,,,,,,,,,
Moungar Bou Hadid is a synonym for Bou Hadid (In NHM Cat),,,,,,,,,,
Mount Baldr is a synonym for Mount Baldr A76001 (From MetBase),,,,,,,,,,
Mount Elden is a synonym for Canyon Diablo (In NHM Cat),,,,,,,,,,
Mount Erin is a synonym for Ballinoo (In NHM Cat),,,,,,,,,,
Mount Hicks is a synonym for Mantos Blancos (In NHM Cat),,,,,,,,,,
Mount Kemis is a synonym for Krasnojarsk (In NHM Cat),,,,,,,,,,
Mount Ozren is a synonym for Ozren (In NHM Cat),,,,,,,,,,
Mount Pleasant is a synonym for Coleman (From MetBase),,,,,,,,,,
Mount Stirling is a synonym for Youndegin (In NHM Cat),,,,,,,,,,
Mount Tabby is a synonym for Duchesne (In NHM Cat),,,,,,,,,,
Mount Zomba is a synonym for Zomba (In NHM Cat),,,,,,,,,,
Moustel Pank is a synonym for Oesel (In NHM Cat),,,,,,,,,,
Mouza Khoorna is a synonym for Supuhee (In NHM Cat),,,,,,,,,,
Mow is a synonym for Mhow (In NHM Cat),,,,,,,,,,
Mt. Tazerzait is a synonym for Mount Tazerzait (From MetBase),,,,,,,,,,
Muchachos is a synonym for Tucson (In NHM Cat),,,,,,,,,,
Muckera is a synonym for Muckera 001 (In NHM Cat),,,,,,,,,,
Mudoor is a synonym for Muddoor (In NHM Cat),,,,,,,,,,
Muizenburg is a synonym for Muizenberg (In NHM Cat),,,,,,,,,,
Mukerop is a synonym for Gibeon (In NHM Cat),,,,,,,,,,
Mulei is a synonym for Yuli (From writeup),,,,,,,,,,
Mullaittivu is a synonym for Mulletiwu (In NHM Cat),,,,,,,,,,
Multan is a synonym for Lodran (In NHM Cat),,,,,,,,,,
Multan is a synonym for Khairpur (In NHM Cat),,,,,,,,,,
Mungen Dusch is a synonym for Armanty (In NHM Cat),,,,,,,,,,
Murcia is a synonym for Cabezo de Mayo (In NHM Cat),,,,,,,,,,
Murcia is a synonym for Molina (In NHM Cat),,,,,,,,,,
Muroshna is a synonym for Angara (In NHM Cat),,,,,,,,,,
Murozhnaya is a synonym for Angara (In NHM Cat),,,,,,,,,,
Muroznaja is a synonym for Angara (In NHM Cat),,,,,,,,,,
Murraid is a synonym for Muraid (In NHM Cat),,,,,,,,,,
Murray County is a synonym for Murray (In NHM Cat),,,,,,,,,,
Muskingum County is a synonym for New Concord (In NHM Cat),,,,,,,,,,
Mustafabad is a synonym for Merua (In NHM Cat),,,,,,,,,,
Muzzaffarpur is a synonym for Muzaffarpur (In NHM Cat),,,,,,,,,,
Myelenes is a synonym for Mejillones (In NHM Cat),,,,,,,,,,
Myersville (a) is a synonym for Yorktown (Texas) (In NHM Cat),,,,,,,,,,
Myersville (b) is a synonym for Myersville (In NHM Cat),,,,,,,,,,
Mysore is a synonym for Muddoor (In NHM Cat),,,,,,,,,,
Mysore is a synonym for Judesegeri (In NHM Cat),,,,,,,,,,
N'Kandla is a synonym for N'Kandhla (In NHM Cat),,,,,,,,,,
Nabberu is a synonym for Millbillillie (In NHM Cat),,,,,,,,,,
Naes is a synonym for Näs (In NHM Cat),,,,,,,,,,
Nagaya is a synonym for Nogoya (In NHM Cat),,,,,,,,,,
Nageria is a synonym for Nagaria (In NHM Cat),,,,,,,,,,
Nagla is a synonym for Ambapur Nagla (In NHM Cat),,,,,,,,,,
Nagy-Bereszna is a synonym for Knyahinya (In NHM Cat),,,,,,,,,,
Nagy-Divina is a synonym for Gross-Divina (In NHM Cat),,,,,,,,,,
Nagy-Diwina is a synonym for Gross-Divina (In NHM Cat),,,,,,,,,,
Nagydévény is a synonym for Gross-Divina (In NHM Cat),,,,,,,,,,
Naifah is a synonym for Naifa (In NHM Cat),,,,,,,,,,
Namaqualand is a synonym for Gibeon (In NHM Cat),,,,,,,,,,
Nandan is a synonym for Nantan (In NHM Cat),,,,,,,,,,
Nanseiseki is a synonym for Nanseiki (In NHM Cat),,,,,,,,,,
Nantan County is a synonym for Nantan (In NHM Cat),,,,,,,,,,
Napoléonsville is a synonym for Kernouve (In NHM Cat),,,,,,,,,,
Narrabura is a synonym for Narraburra (In NHM Cat),,,,,,,,,,
Nash County is a synonym for Castalia (In NHM Cat),,,,,,,,,,
Nashville is a synonym for Drake Creek (In NHM Cat),,,,,,,,,,
Nativitas is a synonym for Santa Apolonia (In NHM Cat),,,,,,,,,,
Nativitas Tlaxcala is a synonym for Santa Apolonia (In NHM Cat),,,,,,,,,,
Nazareth is a synonym for Nazareth (a) (In NHM Cat),,,,,,,,,,
Nazareth (b) is a synonym for Nazareth (iron) (In NHM Cat),,,,,,,,,,
Nazareth (stone) is a synonym for Nazareth (a) (In NHM Cat),,,,,,,,,,
Ndrali is a synonym for Bardai (Meteorite sold under this name),,,,,,,,,,
NEA 025 is a synonym for Gadamis 002 (Meteorite renamed upon release of coords),,,,,,,,,,
Nebraska is a synonym for Fort Pierre (In NHM Cat),,,,,,,,,,
Necajevo is a synonym for Netschaëvo (In NHM Cat),,,,,,,,,,
Necevo is a synonym for Netschaëvo (In NHM Cat),,,,,,,,,,
Nechaevo is a synonym for Netschaëvo (In NHM Cat),,,,,,,,,,
Nedzed is a synonym for Wabar (In NHM Cat),,,,,,,,,,
Neffatia is a synonym for En Naffatiyah (In MB98),,,,,,,,,,
Nei Monggol is a synonym for Inner Mongolia (In NHM Cat),,,,,,,,,,
Nejd is a synonym for Wabar (In NHM Cat),,,,,,,,,,
Nejed is a synonym for Wabar (In NHM Cat),,,,,,,,,,
Nellore is a synonym for Yatoor (In NHM Cat),,,,,,,,,,
Ness City is a synonym for Ness County (1894) (In NHM Cat),,,,,,,,,,
Ness County is a synonym for Beeler (From MetBase),,,,,,,,,,
Ness County (in part) is a synonym for Beeler (In NHM Cat),,,,,,,,,,
Netschajewo is a synonym for Netschaëvo (In NHM Cat),,,,,,,,,,
Netschjewo is a synonym for Netschaëvo (In NHM Cat),,,,,,,,,,
Neu Granada is a synonym for Santa Rosa (In NHM Cat),,,,,,,,,,
New Caledonia is a synonym for Nassirah (In NHM Cat),,,,,,,,,,
New Granada is a synonym for Santa Rosa (In NHM Cat),,,,,,,,,,
New Ireland is a synonym for Dyarrl Island (In NHM Cat),,,,,,,,,,
New Jersey is a synonym for Deal (In NHM Cat),,,,,,,,,,
New Moore is a synonym for New Moore (a) (In NHM Cat),,,,,,,,,,
Newberry is a synonym for Ruff's Mountain (In NHM Cat),,,,,,,,,,
Newsome is a synonym for Newsom (In NHM Cat),,,,,,,,,,
Newton is a synonym for Newtown (In NHM Cat),,,,,,,,,,
Newton County is a synonym for Mincy (In NHM Cat),,,,,,,,,,
Nickelsville is a synonym for Dungannon (In NHM Cat),,,,,,,,,,
Nickolskoye is a synonym for Nikolskoe (In NHM Cat),,,,,,,,,,
Nico is a synonym for Gibeon (In NHM Cat),,,,,,,,,,
Nidigullam is a synonym for Nedagolla (In NHM Cat),,,,,,,,,,
Niger (I) is a synonym for Niger (C2) (In NHM Cat),,,,,,,,,,
Niger (II) is a synonym for Niger (LL6) (In NHM Cat),,,,,,,,,,
Niger (III) is a synonym for Niger (L6) (In NHM Cat),,,,,,,,,,
Nigheija is a synonym for Mighei (In NHM Cat),,,,,,,,,,
Niho is a synonym for Nio (In NHM Cat),,,,,,,,,,
Nihuá is a synonym for Campo del Cielo (In NHM Cat),,,,,,,,,,
Nikolaev is a synonym for Bischtübe (In NHM Cat),,,,,,,,,,
Nikolajev is a synonym for Bischtübe (In NHM Cat),,,,,,,,,,
Nikolajewka is a synonym for Nikolaevka (In NHM Cat),,,,,,,,,,
Nine Mile is a synonym for Menindee Lakes 003 (In NHM Cat),,,,,,,,,,
Niro is a synonym for Verkhne Udinsk (In NHM Cat),,,,,,,,,,
Niwo is a synonym for Nio (In NHM Cat),,,,,,,,,,
Njeschin is a synonym for Alexandrovsky (In NHM Cat),,,,,,,,,,
Nobleboro is a synonym for Nobleborough (In NHM Cat),,,,,,,,,,
Nochtujsk is a synonym for Nochtuisk (In NHM Cat),,,,,,,,,,
Noen is a synonym for Noyan-Bogdo (In NHM Cat),,,,,,,,,,
Nogaya is a synonym for Nogoya (In NHM Cat),,,,,,,,,,
Nogoga is a synonym for Nogoya (In NHM Cat),,,,,,,,,,
Noin is a synonym for Noyan-Bogdo (In NHM Cat),,,,,,,,,,
Nokhtuisk is a synonym for Nochtuisk (In NHM Cat),,,,,,,,,,
Noon is a synonym for Arispe (In NHM Cat),,,,,,,,,,
Nora Criena is a synonym for Nora Creina (In NHM Cat),,,,,,,,,,
Nord du Portugal is a synonym for North Portugal (In NHM Cat),,,,,,,,,,
Nord-Brabant is a synonym for Uden (In NHM Cat),,,,,,,,,,
Norin-Schibir is a synonym for Norin-Shibir (In NHM Cat),,,,,,,,,,
Norris is a synonym for Bennett County (In NHM Cat),,,,,,,,,,
North Inch of Perth is a synonym for Perth (In NHM Cat),,,,,,,,,,
North Mandiga is a synonym for Bencubbin (In NHM Cat),,,,,,,,,,
North Star Bay is a synonym for Cape York (In NHM Cat),,,,,,,,,,
North West Forrest (1969) is a synonym for North West Forrest (H) (In NHM Cat; Changed from North West Forrest (E6)),,,,,,,,,,
North West Forrest (1971) is a synonym for North West Forrest (E6) (In NHM Cat; Changed from North West Forrest (H)),,,,,,,,,,
Northeast Africa 025 is a synonym for Gadamis 002 (Meteorite renamed upon release of coords),,,,,,,,,,
Northumberland Island is a synonym for Cape York (In NHM Cat),,,,,,,,,,
Northwest Africa 10105 is a synonym for Northwest Africa 8616 (Duplicate meteorite),,,,,,,,,,
Northwest Africa 10398 is a synonym for NWA 6586 (NWA 10398 assigned in error. Fixed 22 Nov 2015),,,,,,,,,,
Northwest Africa 10778 is a synonym for Northwest Africa 10730 (Duplicate meteorite name),,,,,,,,,,
Northwest Africa 11650 is a synonym for Dar al Gani 1069 (Correction of nomcom error),,,,,,,,,,
Northwest Africa 12557 is a synonym for Northwest Africa 11883 (Duplicate meteorites),,,,,,,,,,
Northwest Africa 12566 is a synonym for Northwest Africa 11359 (NWA 12566 is the same meteorite as NWA 11359),,,,,,,,,,
Northwest Africa 12596 is a synonym for Northwest Africa 11359 (NWA 12596 is the same meteorite as NWA 11359),,,,,,,,,,
Northwest Africa 12598 is a synonym for Northwest Africa 11568 (NWA 12598 is the same meteorite as NWA 11568),,,,,,,,,,
Northwest Africa 12599 is a synonym for Northwest Africa 11569 (NWA 12599 is the same meteorite as NWA 11569),,,,,,,,,,
Northwest Africa 12600 is a synonym for Northwest Africa 11570 (NWA 12600 is the same meteorite as NWA 11570),,,,,,,,,,
Northwest Africa 12601 is a synonym for Northwest Africa 11571 (NWA 12601 is the same meteorite as NWA 11571),,,,,,,,,,
Northwest Africa 12602 is a synonym for Northwest Africa 11572 (NWA 12602 is the same meteorite as NWA 11572),,,,,,,,,,
Northwest Africa 12785 is a synonym for NWA 12784 (Duplicate meteorite),,,,,,,,,,
Northwest Africa 13243 is a synonym for Northeast Africa 009 (Renamed from NWA to NEA),,,,,,,,,,
Northwest Africa 13577 is a synonym for Northwest Africa 13262 (Duplicate meteorite name),,,,,,,,,,
Northwest Africa 14138 is a synonym for Northwest Africa 14762 (Duplicate provisional name),,,,,,,,,,
Northwest Africa 14983 is a synonym for NWA 14904 (Duplicate entry),,,,,,,,,,
Northwest Africa 16399 is a synonym for Northeast Africa 053 (Originally misnamed as an NWA),,,,,,,,,,
Northwest Africa 16546 is a synonym for NEA 063 (Initial provisional name),,,,,,,,,,
Northwest Africa 2683 is a synonym for La'gad 002 (Provisional name abolished),,,,,,,,,,
Northwest Africa 5178 is a synonym for Taoudenni (NomCom approved both names by mistake),,,,,,,,,,
Northwest Africa 5185 is a synonym for Northwest Africa 4936 (NWA 5185 assigned to same meteorite as NWA 4936),,,,,,,,,,
Northwest Africa 5691 is a synonym for Northwest Africa 5961 (NWA 5691 is the same meteorite as NWA 5961),,,,,,,,,,
Northwest Africa 7173 is a synonym for Galb Inal (Provisional name replaced 13 May 2016),,,,,,,,,,
Northwest Africa 736 is a synonym for Ouargla 001 (Discarded provisional name),,,,,,,,,,
Northwest Africa 8005 is a synonym for Northwest Africa 7934 (Accidentally released under two names),,,,,,,,,,
Northwest Africa 8006 is a synonym for Northwest Africa 7935 (Accidentally released under two names),,,,,,,,,,
Northwest Africa 834 is a synonym for Northeast Africa 005 (Provisional name abolished),,,,,,,,,,
Northwest Africa 8419 is a synonym for Aouinet Legraa (Provisionally named stone part of Aouinet Legraa),,,,,,,,,,
Nossi-Bé is a synonym for Pultusk (In NHM Cat),,,,,,,,,,
Nosy-Bé is a synonym for Pultusk (In NHM Cat),,,,,,,,,,
Nouakchott 001 is a synonym for Nouakchott (Created by NomCom when named),,,,,,,,,,
Nova 057 is a synonym for Arispe (Nova 057 is a piece of Arispe),,,,,,,,,,
Novo Urei is a synonym for Novo-Urei (From MetBase),,,,,,,,,,
Novyi Urei is a synonym for Novo-Urei (In NHM Cat),,,,,,,,,,
Novyi Urey is a synonym for Novo-Urei (In NHM Cat),,,,,,,,,,
Novyj Urej is a synonym for Novo-Urei (In NHM Cat),,,,,,,,,,
Nowo-Urei is a synonym for Novo-Urei (In NHM Cat),,,,,,,,,,
Noyen is a synonym for Noyan-Bogdo (In NHM Cat),,,,,,,,,,
Nuevo Leon is a synonym for Coahuila (In NHM Cat),,,,,,,,,,
Nuevo Mercurio (b) is a synonym for Nova 001 (In NHM Cat),,,,,,,,,,
Nurina West is a synonym for Camel Donga (From MetBase),,,,,,,,,,
Nurraburra is a synonym for Narraburra (In NHM Cat),,,,,,,,,,
Nurrah is a synonym for Sitathali (In NHM Cat),,,,,,,,,,
Nutwood Downs is a synonym for Henbury (In NHM Cat),,,,,,,,,,
NWA 10105 is a synonym for Northwest Africa 8616 (Duplicate meteorite),,,,,,,,,,
NWA 10398 is a synonym for NWA 6586 (NWA 10398 assigned in error. Fixed 22 Nov 2015),,,,,,,,,,
NWA 11566 is a synonym for Northwest Africa 11359 (NWA 11566 is the same meteorite as NWA 11359),,,,,,,,,,
NWA 11650 is a synonym for Dar al Gani 1069 (Correction of nomcom error),,,,,,,,,,
NWA 12557 is a synonym for Northwest Africa 11883 (Duplicate meteorites),,,,,,,,,,
NWA 12596 is a synonym for Northwest Africa 11359 (NWA 12596 is the same meteorite as NWA 11359),,,,,,,,,,
NWA 12598 is a synonym for Northwest Africa 11568 (NWA 12598 is the same meteorite as NWA 11568),,,,,,,,,,
NWA 12599 is a synonym for Northwest Africa 11569 (NWA 12599 is the same meteorite as NWA 11569),,,,,,,,,,
NWA 12600 is a synonym for Northwest Africa 11570 (NWA 12600 is the same meteorite as NWA 11570),,,,,,,,,,
NWA 12601 is a synonym for Northwest Africa 11571 (NWA 12601 is the same meteorite as NWA 11571),,,,,,,,,,
NWA 12602 is a synonym for Northwest Africa 11572 (NWA 12602 is the same meteorite as NWA 11572),,,,,,,,,,
NWA 12785 is a synonym for NWA 12784 (Duplicate meteorite),,,,,,,,,,
NWA 13243 is a synonym for Northeast Africa 009 (Renamed from NWA to NEA),,,,,,,,,,
NWA 13577 is a synonym for Northwest Africa 13262 (Duplicate meteorite name),,,,,,,,,,
NWA 14983 is a synonym for NWA 14904 (Duplicate entry),,,,,,,,,,
NWA 15186 is a synonym for NWA 15180 (Duplicate submission),,,,,,,,,,
NWA 15187 is a synonym for NWA 15181 (Duplicate submission),,,,,,,,,,
NWA 16399 is a synonym for Northeast Africa 053 (Originally misnamed as an NWA),,,,,,,,,,
NWA 16546 is a synonym for NEA 063 (Initial provisional name),,,,,,,,,,
NWA 2683 is a synonym for La'gad 002 (Provisional name abolished),,,,,,,,,,
NWA 5178 is a synonym for Taoudenni (NomCom approved both names by mistake),,,,,,,,,,
NWA 5691 is a synonym for Northwest Africa 5961 (NWA 5691 is the same meteorite as NWA 5961),,,,,,,,,,
NWA 6435 is a synonym for NWA 5435 (6435 abolished after meteorite approved as 5435),,,,,,,,,,
NWA 7173 is a synonym for Galb Inal (Provisional name replaced 13 May 2016),,,,,,,,,,
NWA 736 is a synonym for Ouargla 001 (Discarded provisional name),,,,,,,,,,
NWA 8005 is a synonym for NWA 7934 (Accidentally released under two names),,,,,,,,,,
NWA 8006 is a synonym for NWA 7935 (Accidentally released under two names),,,,,,,,,,
NWA 834 is a synonym for Northeast Africa 005 (Provisional name abolished),,,,,,,,,,
NWA 8419 is a synonym for Aouinet Legraa (Provisionally named stone part of Aouinet Legraa),,,,,,,,,,
Nyezhin is a synonym for Alexandrovsky (In NHM Cat),,,,,,,,,,
Nyons is a synonym for Aubres (In NHM Cat),,,,,,,,,,
Oackley is a synonym for Oakley (stone) (In NHM Cat),,,,,,,,,,
Oaxaca is a synonym for Misteca (In NHM Cat),,,,,,,,,,
Oaxaca is a synonym for Yanhuitlan (In NHM Cat),,,,,,,,,,
Ober-Pfalz is a synonym for L'Aigle (In NHM Cat),,,,,,,,,,
Obritti is a synonym for Pultusk (In NHM Cat),,,,,,,,,,
Obruteza is a synonym for Owrucz (In NHM Cat),,,,,,,,,,
Ocatitlan is a synonym for Toluca (In NHM Cat),,,,,,,,,,
Ocheretna is a synonym for Oczeretna (In NHM Cat),,,,,,,,,,
Ocotitlan is a synonym for Toluca (In NHM Cat),,,,,,,,,,
Ocotitlán is a synonym for Toluca (From MetBase),,,,,,,,,,
Octibbeha County is a synonym for Oktibbeha County (In NHM Cat),,,,,,,,,,
Odesa is a synonym for Grossliebenthal (In NHM Cat),,,,,,,,,,
Odessa is a synonym for Grossliebenthal (In NHM Cat),,,,,,,,,,
Offiglia is a synonym for Cereseto (In NHM Cat),,,,,,,,,,
Oficina Angela is a synonym for La Primitiva (In NHM Cat),,,,,,,,,,
Ogg is a synonym for Ozren (In NHM Cat),,,,,,,,,,
Oguchimura is a synonym for Kyushu (In NHM Cat),,,,,,,,,,
Ogutimura is a synonym for Kyushu (In NHM Cat),,,,,,,,,,
Oildale is a synonym for Canyon Diablo (In NHM Cat),,,,,,,,,,
Ojansk is a synonym for Ochansk (In NHM Cat),,,,,,,,,,
Okehandja is a synonym for Okahandja (In NHM Cat),,,,,,,,,,
Okhansk is a synonym for Ochansk (In NHM Cat),,,,,,,,,,
Okirai is a synonym for Kesen (In NHM Cat),,,,,,,,,,
Olah Gyéres is a synonym for Mocs (In NHM Cat),,,,,,,,,,
Old Fork is a synonym for Jenny's Creek (In NHM Cat),,,,,,,,,,
Oldham County is a synonym for La Grange (In NHM Cat),,,,,,,,,,
Ollague is a synonym for Imilac (In NHM Cat),,,,,,,,,,
Ootomi is a synonym for Otomi (In NHM Cat),,,,,,,,,,
Ooyada is a synonym for Gifu (In NHM Cat),,,,,,,,,,
Ophir is a synonym for Illinois Gulch (In NHM Cat),,,,,,,,,,
Orava is a synonym for Magura (In NHM Cat),,,,,,,,,,
Oregon is a synonym for Klamath Falls (In NHM Cat),,,,,,,,,,
Oregon City is a synonym for Willamette (In NHM Cat),,,,,,,,,,
Orguell is a synonym for Orgueil (In NHM Cat),,,,,,,,,,
Orléans is a synonym for Lancé (In NHM Cat),,,,,,,,,,
Orléans is a synonym for Charsonville (In NHM Cat),,,,,,,,,,
